Izborna jedinica;Grad / opæina;BM Rbr;Ukupno biraèa;Glasovalo ukupno;Glasovalo (prema listiæimma);Listiæi važeæi;Listiæi nevažeæi;ABECEDA DEMOKRACIJE - ABECEDA, Nositelj liste: VLADIMIR KONEÈNY, prof. ;AGENDA MLADIH DEMOKRATA - AMD , HRVATSKA STRANKA MLADIH - HSM  , Nositelj liste:  VLADIMIR SEVER  ;AKCIJA MLADIH - AM  , Nositelj liste:  IGOR PUHAR;AKCIJA SOCIJALDEMOKRATA HRVATSKE - ASH , STRANKA UMIROVLJENIKA HRVATSKE-BLOK UMIROVLJENICI ZAJEDNO - SUH , SPLITSKA STRANKA UMIROVLJENIKA - SSU  , Nositelj liste:  ZLATKO KLARIÆ, prof.;AKCIJA ZA BOLJU HRVATSKU - ABH , JEDINO HRVATSKA - POKRET ZA HRVATSKU - JEDINO HRVATSKA  , Nositelj liste:  mr.sc. ŽELJKO SAÈIÆ;AUTOHTONA - HRVATSKA SELJAÈKA STRANKA - A-HSS , SAVEZ ZA PROMJENE - SP , DEMOKRATSKA PRIGORSKO-ZAGREBAÈKA STRANKA - DPS  , Nositelj liste:  IVAN PERNAR  ;AUTOHTONA-HRVATSKA STRANKA PRAVA - A-HSP  , Nositelj liste:  MILAN BINGULA ;BLOK UMIROVLJENICI ZAJEDNO - BUZ , PRIMORSKO GORANSKI SAVEZ - PGS , HRVATSKA RADNIÈKA STRANKA - HRS  , Nositelj liste:  prof.dr.sc. LJUBO JURÈIÆ ;DEMOKRATSKA STRANKA SLAVONSKE RAVNICE - SLAVONSKA RAVNICA  , Nositelj liste:  SLAVKO VUKŠIÆ ;DEMOKRATSKA STRANKA ŽENA - DSŽ  , Nositelj liste:  MARIJA JELINÈIÆ  ;GLAS RAZUMA  , Nositelj liste:  MILAN LELAS, dipl.ing.prometa, pilot ;HRVATSKA DEMOKRATSKA SELJAÈKA STRANKA - HDSS  , Nositelj liste:  VLADO MIKLOBUŠEC  ;HRVATSKA DEMOKRATSKA ZAJEDNICA - HDZ  , Nositelj liste:  JADRANKA KOSOR;HRVATSKA DEMOKRŠÆANSKA STRANKA - HDS  , Nositelj liste:  prof.dr.sc. JOSIP JURÈEVIÆ ;HRVATSKA 21. STOLJEÆA - HRVATSKA 21.  , Nositelj liste:  DARKO PETRIÈIÆ ;HRVATSKA EUROPSKA STRANKA - HES  , Nositelj liste:  NAJA ŠEBALJ ;HRVATSKA SELJAÈKA STRANKA - HSS  , Nositelj liste:  JOSIP FRIŠÈIÆ;HRVATSKA SOCIJALNO-LIBERALNA STRANKA - HSLS  , Nositelj liste:  DARINKO KOSOR  ;HRVATSKA STRANKA PRAVA - HSP  , Nositelj liste:  DANIEL SRB ;  , HRVATSKA STRANKA PRAVA DR.ANTE STARÈEVIÆ - HSP DR.ANTE STARÈEVIÆ , HRVATSKA ÈISTA STRANKA PRAVA - HÈSP  , Nositelj liste:  RUŽA TOMAŠIÆ ;HRVATSKI LABURISTI-STRANKA RADA  , Nositelj liste:  DRAGUTIN LESAR;HRVATSKI RAST - HRAST  , Nositelj liste:  ZVONKO BAJAN  ;NACIONALNI DEMOKRATI - ND  , Nositelj liste:  EMIL ZORAJ ;Predlagatelji: NEOVISNA LISTA  , Nositelj liste:  MILAN BANDIÆ;NEOVISNA LISTA  , Nositelj liste:  DARKO DUGA;NEOVISNA LISTA  , Nositelj liste:  dr.sc. IVAN GRUBIŠIÆ;NEOVISNA LISTA  , Nositelj liste:  BRANKO STOJKOVIÆ ;NOVA HRVATSKA - NH  , Nositelj liste:  BORKO ŠAMIJA;OBITELJSKA STRANKA - OS  , Nositelj liste:  KREŠIMIR ŠTETIÆ;SOCIJALDEMOKRATSKA PARTIJA HRVATSKE - SDP , HRVATSKA NARODNA STRANKA - LIBERALNI DEMOKRATI - HNS , ISTARSKI DEMOKRATSKI SABOR - IDS , HRVATSKA STRANKA UMIROVLJENIKA - HSU  , Nositelj liste:  ZORAN MILANOVIÆ  ;SOCIJALISTIÈKA RADNIÈKA PARTIJA HRVATSKE - SRP  , Nositelj liste:  RANKO JEFTIMIJA, dr.  ;VOLIM HRVATSKU - VH  , Nositelj liste:  ROKO ŠIKIÆ ;ZAGREBAÈKA NEZAVISNA LISTA - ZNL  , Nositelj liste:  mr.sc. TATJANA HOLJEVAC, dipl.ing. ;ZELENA LISTA  , Nositelj liste:  ŽELJKO TUPEK ;ZELENA STRANKA - ZS  , Nositelj liste:  LJUBO SUBOTIÆ, prof.;ZELENI ZAJEDNO  , Nositelj liste:  SRÐAN DVORNIK, mag. pol. ;;;;;;
II. IZBORNA JEDINICA;ZADAR;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;19;0;7;7;7;0;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZADAR;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;5;5;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;26;21;21;0;0;0;0;1;0;0;0;1;0;0;0;2;0;0;0;0;2;0;0;0;2;0;0;1;0;0;0;0;0;11;0;0;1;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;54;54;54;0;0;0;0;0;0;0;0;0;1;0;1;0;12;0;0;0;1;1;2;1;0;0;0;1;0;1;1;0;0;32;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;19;19;19;0;0;1;0;1;0;0;1;2;0;0;0;1;0;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;6;1;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;4;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;6;6;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;9;9;9;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;1;0;107;101;99;2;0;1;0;0;1;1;1;3;0;0;0;1;7;1;0;0;2;1;11;6;5;0;0;13;0;1;0;1;0;41;2;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;15;15;14;1;0;0;0;1;0;0;0;0;0;0;0;0;5;0;0;0;0;1;2;0;1;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;9;9;9;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;14;14;14;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;1;1;1;0;1;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;4;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;;
II. IZBORNA JEDINICA;ZAGREB-ISTOÈNI DIO;2;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;;;;;
